Scan_ID,URL,HTTP_Method,Vulnerability,Parameter,CVSS,Severity,Status
DAST0791,/admin,POST,Open Redirect,redirect,9.5,Critical,Fixed
DAST0792,/api/users,POST,Path Traversal,search,6.3,Medium,Open
DAST0793,/admin,PUT,Security Misconfiguration,username,3.8,Low,Open
DAST0794,/api/auth,GET,Session Management Issue,id,5.9,Medium,Open
DAST0795,/api/auth,PUT,Open Redirect,file,8.4,High,Open
DAST0796,/profile,DELETE,Missing Security Headers,id,5.3,Medium,Open
DAST0797,/upload,GET,CSRF,username,2.8,Low,Fixed
DAST0798,/download,PUT,Missing Security Headers,id,4.2,Medium,Open
DAST0799,/payment,PUT,Open Redirect,id,4.9,Medium,Open
DAST0800,/admin,PUT,Open Redirect,N/A,4.1,Medium,Open
DAST0801,/login,DELETE,Cross-Site Scripting,redirect,5.8,Medium,Open
DAST0802,/admin,POST,SQL Injection,redirect,4.9,Medium,Open
DAST0803,/admin,POST,Open Redirect,id,3,Low,Open
DAST0804,/download,PUT,Broken Authentication,redirect,2.4,Low,Open
DAST0805,/upload,DELETE,SQL Injection,redirect,4.1,Medium,Open
DAST0806,/checkout,DELETE,Cross-Site Scripting,file,9.7,Critical,Open
DAST0807,/api/users,PUT,Broken Authentication,redirect,5.9,Medium,Open
DAST0808,/admin,GET,Path Traversal,id,5.8,Medium,Open
DAST0809,/checkout,DELETE,Path Traversal,search,8,High,Open
DAST0810,/api/auth,GET,SQL Injection,id,7.3,High,Open
DAST0811,/api/auth,POST,Missing Security Headers,username,2.4,Low,Open
DAST0812,/profile,PUT,Missing Security Headers,file,7.6,High,Open
DAST0813,/admin,DELETE,Security Misconfiguration,username,4.9,Medium,Open
DAST0814,/upload,PUT,Session Management Issue,token,9.1,Critical,Fixed
DAST0815,/api/auth,POST,Session Management Issue,N/A,8.2,High,Open
DAST0816,/api/users,DELETE,Security Misconfiguration,token,3.1,Low,Open
DAST0817,/download,PUT,SQL Injection,token,4.4,Medium,Fixed
DAST0818,/api/auth,PUT,CSRF,search,3,Low,Open
DAST0819,/upload,GET,CSRF,file,6.7,Medium,Open
DAST0820,/checkout,PUT,Path Traversal,username,6.5,Medium,Open
DAST0821,/admin,POST,Path Traversal,id,7.5,High,Fixed
DAST0822,/payment,DELETE,Broken Authentication,token,4.5,Medium,Open
DAST0823,/checkout,POST,Open Redirect,username,6.8,Medium,Fixed
DAST0824,/payment,GET,Information Disclosure,search,9.9,Critical,Open
DAST0825,/download,PUT,Session Management Issue,id,7.9,High,Open
DAST0826,/payment,PUT,Open Redirect,file,2.6,Low,Open
DAST0827,/search,GET,Path Traversal,token,5.6,Medium,Fixed
DAST0828,/login,PUT,Information Disclosure,file,2.4,Low,Open
DAST0829,/checkout,POST,Information Disclosure,N/A,4.7,Medium,Open
DAST0830,/api/auth,POST,Information Disclosure,username,7.9,High,Fixed
DAST0831,/payment,POST,CSRF,redirect,2,Low,Open
DAST0832,/payment,GET,CSRF,token,8.2,High,Open
DAST0833,/admin,DELETE,Open Redirect,file,5.7,Medium,Open
DAST0834,/api/auth,PUT,Missing Security Headers,search,7.8,High,Fixed
DAST0835,/checkout,GET,Security Misconfiguration,N/A,7.3,High,Open
DAST0836,/api/users,GET,Open Redirect,search,6.6,Medium,Open
DAST0837,/download,GET,Broken Authentication,id,7.6,High,Open
DAST0838,/api/users,GET,SQL Injection,file,7.3,High,Open
DAST0839,/api/auth,GET,SQL Injection,file,4.3,Medium,Fixed
DAST0840,/payment,POST,Security Misconfiguration,file,2.8,Low,Open
DAST0841,/profile,PUT,SQL Injection,file,9.7,Critical,Open
DAST0842,/download,DELETE,Cross-Site Scripting,file,7.9,High,Open
DAST0843,/profile,GET,Security Misconfiguration,id,6.9,Medium,Open
DAST0844,/upload,DELETE,Session Management Issue,id,3,Low,Open
DAST0845,/api/auth,POST,Cross-Site Scripting,N/A,6.4,Medium,Open
DAST0846,/upload,POST,Information Disclosure,file,4.1,Medium,Open
DAST0847,/search,DELETE,CSRF,search,9.2,Critical,Open
DAST0848,/download,GET,Broken Authentication,id,2.1,Low,Open
DAST0849,/profile,GET,Path Traversal,file,3.9,Low,Open
DAST0850,/api/users,PUT,Information Disclosure,search,3,Low,Fixed
DAST0851,/api/users,GET,SQL Injection,username,4.6,Medium,Open
DAST0852,/api/users,GET,Path Traversal,token,7.8,High,Open
DAST0853,/profile,DELETE,Session Management Issue,redirect,9.9,Critical,Open
DAST0854,/upload,DELETE,Broken Authentication,username,7.7,High,Fixed
DAST0855,/payment,PUT,SQL Injection,token,6,Medium,Fixed
DAST0856,/admin,GET,Path Traversal,token,5.5,Medium,Open
DAST0857,/search,GET,Missing Security Headers,search,9.6,Critical,Open
DAST0858,/payment,DELETE,Cross-Site Scripting,token,3,Low,Fixed
DAST0859,/payment,PUT,Session Management Issue,search,2.6,Low,Open
DAST0860,/download,POST,Security Misconfiguration,redirect,9.1,Critical,Fixed
DAST0861,/upload,POST,Security Misconfiguration,file,5.4,Medium,Open
DAST0862,/search,POST,Session Management Issue,token,2.3,Low,Open
DAST0863,/api/users,PUT,Information Disclosure,file,7.2,High,Open
DAST0864,/profile,PUT,Broken Authentication,token,5.7,Medium,Open
DAST0865,/payment,GET,Information Disclosure,search,6.9,Medium,Fixed
DAST0866,/admin,PUT,Security Misconfiguration,redirect,4.2,Medium,Open
DAST0867,/api/auth,POST,Security Misconfiguration,file,3.3,Low,Open
DAST0868,/profile,PUT,Cross-Site Scripting,username,2.9,Low,Fixed
DAST0869,/checkout,GET,CSRF,token,6.1,Medium,Open
DAST0870,/checkout,GET,Security Misconfiguration,username,6.4,Medium,Open
DAST0871,/payment,POST,Broken Authentication,username,3.1,Low,Open
DAST0872,/upload,POST,Missing Security Headers,id,3.4,Low,Fixed
DAST0873,/api/auth,POST,CSRF,username,8.1,High,Open
DAST0874,/api/auth,POST,SQL Injection,id,6.2,Medium,Open
DAST0875,/upload,POST,Cross-Site Scripting,file,8.9,High,Fixed
DAST0876,/download,POST,CSRF,id,7.4,High,Open
DAST0877,/login,DELETE,Open Redirect,redirect,2.1,Low,Open
DAST0878,/download,GET,CSRF,username,7.5,High,Open
DAST0879,/admin,PUT,CSRF,search,9.1,Critical,Open
DAST0880,/api/users,DELETE,Open Redirect,id,7.1,High,Open
DAST0881,/profile,GET,Information Disclosure,token,2.9,Low,Open
DAST0882,/payment,PUT,Security Misconfiguration,redirect,9.4,Critical,Open
DAST0883,/payment,PUT,Missing Security Headers,search,7.4,High,Open
DAST0884,/admin,PUT,SQL Injection,id,3.2,Low,Open
DAST0885,/login,POST,Cross-Site Scripting,redirect,8,High,Open
DAST0886,/api/users,DELETE,Security Misconfiguration,id,9.5,Critical,Open
DAST0887,/api/auth,POST,Information Disclosure,token,5.4,Medium,Open
DAST0888,/admin,DELETE,Cross-Site Scripting,username,4.4,Medium,Fixed
DAST0889,/download,GET,CSRF,id,4.1,Medium,Open
DAST0890,/checkout,POST,Path Traversal,N/A,3.8,Low,Open
DAST0891,/checkout,GET,Path Traversal,id,6.5,Medium,Fixed
DAST0892,/api/auth,PUT,Cross-Site Scripting,id,8.1,High,Open
DAST0893,/search,PUT,Session Management Issue,N/A,7.4,High,Fixed
DAST0894,/search,GET,Broken Authentication,username,6.4,Medium,Fixed
DAST0895,/login,POST,Cross-Site Scripting,file,8.5,High,Fixed
DAST0896,/admin,DELETE,Broken Authentication,id,8.1,High,Open
DAST0897,/profile,POST,Cross-Site Scripting,N/A,2.2,Low,Open
DAST0898,/checkout,POST,CSRF,N/A,5,Medium,Open
DAST0899,/api/auth,PUT,Broken Authentication,id,2.4,Low,Open
DAST0900,/upload,GET,Security Misconfiguration,redirect,8.4,High,Open
DAST0901,/upload,PUT,SQL Injection,token,9.4,Critical,Open
DAST0902,/payment,GET,Path Traversal,search,6.3,Medium,Open
DAST0903,/download,DELETE,CSRF,file,8.8,High,Fixed
DAST0904,/login,POST,SQL Injection,token,6.7,Medium,Open
DAST0905,/download,PUT,SQL Injection,N/A,7.3,High,Fixed
DAST0906,/upload,PUT,Path Traversal,token,6.1,Medium,Fixed
DAST0907,/payment,GET,CSRF,N/A,8.1,High,Open
DAST0908,/upload,GET,Information Disclosure,username,9.2,Critical,Open
DAST0909,/login,POST,Session Management Issue,file,8.6,High,Fixed
DAST0910,/download,POST,Cross-Site Scripting,file,2.6,Low,Open
DAST0911,/upload,DELETE,Open Redirect,username,2,Low,Fixed
DAST0912,/checkout,GET,Cross-Site Scripting,id,2.4,Low,Open
DAST0913,/checkout,PUT,Information Disclosure,N/A,8.9,High,Open
DAST0914,/login,POST,Information Disclosure,token,6.6,Medium,Fixed
DAST0915,/profile,PUT,Missing Security Headers,N/A,4.5,Medium,Open
DAST0916,/api/users,GET,Cross-Site Scripting,search,9.7,Critical,Open
DAST0917,/download,POST,Broken Authentication,token,6.7,Medium,Open
DAST0918,/search,PUT,Broken Authentication,search,6.3,Medium,Open
DAST0919,/profile,POST,Session Management Issue,token,5.1,Medium,Fixed
DAST0920,/profile,PUT,CSRF,search,4.6,Medium,Open
DAST0921,/profile,POST,Information Disclosure,id,8.5,High,Fixed
DAST0922,/payment,DELETE,Broken Authentication,file,2.3,Low,Fixed
DAST0923,/api/auth,POST,SQL Injection,file,4.9,Medium,Fixed
DAST0924,/search,GET,Broken Authentication,N/A,8.9,High,Fixed
DAST0925,/api/auth,PUT,Information Disclosure,search,7.6,High,Open
DAST0926,/api/users,DELETE,Broken Authentication,redirect,7.5,High,Open
DAST0927,/api/users,POST,Broken Authentication,redirect,4.8,Medium,Fixed
DAST0928,/checkout,GET,Missing Security Headers,N/A,6.4,Medium,Fixed
DAST0929,/api/auth,GET,Cross-Site Scripting,N/A,3.1,Low,Fixed
DAST0930,/login,DELETE,Information Disclosure,username,8.3,High,Fixed
DAST0931,/search,POST,Path Traversal,file,9.1,Critical,Open
DAST0932,/download,POST,Missing Security Headers,N/A,3.6,Low,Open
DAST0933,/login,GET,Open Redirect,id,8.2,High,Open
DAST0934,/download,POST,Session Management Issue,search,6.8,Medium,Open
DAST0935,/upload,GET,Broken Authentication,username,9.7,Critical,Open
DAST0936,/api/auth,PUT,Missing Security Headers,redirect,3.3,Low,Open
DAST0937,/upload,DELETE,Information Disclosure,redirect,6.2,Medium,Open
DAST0938,/checkout,GET,SQL Injection,username,9,Critical,Open
DAST0939,/search,GET,Cross-Site Scripting,redirect,9,Critical,Open
DAST0940,/admin,POST,Information Disclosure,search,2.2,Low,Fixed
DAST0941,/login,GET,SQL Injection,id,9.8,Critical,Open
DAST0942,/api/users,POST,CSRF,redirect,5.9,Medium,Fixed
DAST0943,/profile,PUT,CSRF,redirect,5.1,Medium,Open
DAST0944,/checkout,PUT,CSRF,N/A,5.3,Medium,Open
DAST0945,/upload,POST,Information Disclosure,redirect,2.7,Low,Open
DAST0946,/admin,DELETE,Path Traversal,N/A,3.3,Low,Open
DAST0947,/api/auth,POST,Cross-Site Scripting,redirect,5.2,Medium,Open
DAST0948,/download,GET,Information Disclosure,redirect,4.7,Medium,Open
DAST0949,/upload,POST,Missing Security Headers,redirect,5.3,Medium,Fixed
DAST0950,/payment,GET,Session Management Issue,token,4.4,Medium,Fixed
DAST0951,/download,DELETE,Cross-Site Scripting,search,6.5,Medium,Open
DAST0952,/payment,GET,CSRF,N/A,3.2,Low,Fixed
DAST0953,/profile,PUT,Open Redirect,N/A,9.7,Critical,Open
DAST0954,/search,PUT,Missing Security Headers,username,2.4,Low,Fixed
DAST0955,/payment,DELETE,Broken Authentication,search,5,Medium,Fixed
DAST0956,/payment,PUT,Broken Authentication,N/A,9.7,Critical,Open
DAST0957,/api/auth,DELETE,Session Management Issue,N/A,7.2,High,Fixed
DAST0958,/api/users,PUT,Missing Security Headers,token,2.5,Low,Fixed
DAST0959,/upload,GET,Security Misconfiguration,redirect,5.3,Medium,Fixed
DAST0960,/download,GET,Path Traversal,username,5.4,Medium,Open
DAST0961,/upload,DELETE,Open Redirect,file,6.1,Medium,Open
DAST0962,/api/auth,GET,Missing Security Headers,N/A,5.6,Medium,Open
DAST0963,/payment,PUT,Information Disclosure,redirect,7,High,Fixed
DAST0964,/login,PUT,CSRF,file,3.1,Low,Fixed
DAST0965,/api/users,PUT,Path Traversal,username,9.3,Critical,Fixed
DAST0966,/checkout,POST,Session Management Issue,N/A,6.6,Medium,Open
DAST0967,/admin,PUT,CSRF,id,6.4,Medium,Open
DAST0968,/api/users,POST,Cross-Site Scripting,search,2.9,Low,Open
DAST0969,/download,DELETE,Path Traversal,id,8.1,High,Open
DAST0970,/login,PUT,SQL Injection,file,5.8,Medium,Open
DAST0971,/profile,POST,Cross-Site Scripting,search,8.3,High,Open
DAST0972,/api/users,POST,SQL Injection,redirect,2.4,Low,Open
DAST0973,/upload,POST,CSRF,search,8.6,High,Fixed
DAST0974,/checkout,GET,Open Redirect,username,4.2,Medium,Open
DAST0975,/api/auth,POST,Cross-Site Scripting,file,4.3,Medium,Open
DAST0976,/login,POST,Cross-Site Scripting,search,7.1,High,Fixed
DAST0977,/login,DELETE,Cross-Site Scripting,search,9.6,Critical,Open
DAST0978,/login,PUT,Missing Security Headers,id,2.1,Low,Open
DAST0979,/upload,GET,Session Management Issue,redirect,4.8,Medium,Fixed
DAST0980,/checkout,DELETE,Session Management Issue,search,5.4,Medium,Open
DAST0981,/upload,GET,Broken Authentication,username,5.7,Medium,Fixed
DAST0982,/search,PUT,Path Traversal,N/A,7.7,High,Open
DAST0983,/search,PUT,Security Misconfiguration,token,9.4,Critical,Open
DAST0984,/upload,GET,CSRF,redirect,7,High,Open
DAST0985,/checkout,PUT,Information Disclosure,N/A,9.2,Critical,Fixed
DAST0986,/api/auth,DELETE,CSRF,file,8.1,High,Open
DAST0987,/admin,DELETE,Missing Security Headers,username,3.1,Low,Fixed
DAST0988,/checkout,GET,CSRF,username,3.2,Low,Open
DAST0989,/api/users,DELETE,Open Redirect,id,3.5,Low,Open
DAST0990,/api/users,POST,Session Management Issue,redirect,5.5,Medium,Open
DAST0991,/upload,POST,CSRF,N/A,2.7,Low,Open
DAST0992,/checkout,GET,Security Misconfiguration,search,3.8,Low,Open
DAST0993,/upload,DELETE,CSRF,search,6.6,Medium,Open
DAST0994,/profile,POST,Open Redirect,N/A,5.2,Medium,Open
DAST0995,/download,GET,Open Redirect,search,6.5,Medium,Fixed
DAST0996,/api/auth,POST,Open Redirect,redirect,8.6,High,Fixed
DAST0997,/checkout,POST,Open Redirect,N/A,7.1,High,Open
DAST0998,/download,POST,Path Traversal,username,5.1,Medium,Open
DAST0999,/payment,POST,Missing Security Headers,username,7.7,High,Open
DAST1000,/payment,POST,Broken Authentication,id,2.9,Low,Open
DAST1001,/search,GET,Security Misconfiguration,id,4.2,Medium,Fixed
DAST1002,/api/auth,POST,Security Misconfiguration,search,6.8,Medium,Fixed
DAST1003,/api/auth,DELETE,Session Management Issue,search,3.3,Low,Fixed
DAST1004,/upload,DELETE,Cross-Site Scripting,username,8.8,High,Fixed
DAST1005,/login,POST,Cross-Site Scripting,search,8.8,High,Open
DAST1006,/api/auth,POST,Open Redirect,token,5.8,Medium,Open
DAST1007,/download,GET,CSRF,N/A,8.2,High,Open
DAST1008,/checkout,POST,SQL Injection,N/A,4.4,Medium,Fixed
DAST1009,/upload,PUT,Session Management Issue,redirect,2.5,Low,Open
DAST1010,/api/auth,POST,Security Misconfiguration,id,5.5,Medium,Open
DAST1011,/profile,DELETE,Session Management Issue,username,5.7,Medium,Open
DAST1012,/download,GET,SQL Injection,id,4.7,Medium,Open
DAST1013,/api/auth,POST,Cross-Site Scripting,id,3.5,Low,Open
DAST1014,/upload,DELETE,SQL Injection,search,6.1,Medium,Open
DAST1015,/download,PUT,Session Management Issue,search,2.2,Low,Open
DAST1016,/checkout,GET,CSRF,file,8.2,High,Open
DAST1017,/profile,POST,CSRF,id,6.5,Medium,Open
DAST1018,/api/users,DELETE,Open Redirect,N/A,7.1,High,Open
DAST1019,/api/auth,GET,Missing Security Headers,token,5.7,Medium,Open
DAST1020,/api/auth,POST,Security Misconfiguration,redirect,4.2,Medium,Fixed
DAST1021,/upload,POST,Cross-Site Scripting,redirect,5.7,Medium,Open
DAST1022,/admin,DELETE,Path Traversal,N/A,8.3,High,Open
DAST1023,/search,DELETE,SQL Injection,token,6.7,Medium,Open
DAST1024,/search,GET,Path Traversal,file,5.2,Medium,Open
DAST1025,/checkout,GET,CSRF,N/A,8.5,High,Open
DAST1026,/checkout,POST,CSRF,N/A,4.5,Medium,Open
DAST1027,/login,PUT,Session Management Issue,username,6.7,Medium,Open
DAST1028,/upload,POST,Broken Authentication,token,5.6,Medium,Open
DAST1029,/admin,GET,Security Misconfiguration,token,4.2,Medium,Open
DAST1030,/api/auth,POST,CSRF,username,6.4,Medium,Open
DAST1031,/login,GET,Broken Authentication,id,3.8,Low,Open
DAST1032,/download,POST,CSRF,search,6.3,Medium,Open
DAST1033,/login,GET,Open Redirect,file,5.6,Medium,Open
DAST1034,/upload,GET,CSRF,search,3,Low,Fixed
DAST1035,/profile,PUT,CSRF,username,7,High,Open
DAST1036,/payment,DELETE,SQL Injection,token,6.4,Medium,Open
DAST1037,/login,DELETE,Security Misconfiguration,token,3.2,Low,Open
DAST1038,/payment,POST,Path Traversal,search,6.5,Medium,Open
DAST1039,/search,DELETE,Broken Authentication,N/A,5.4,Medium,Open
DAST1040,/download,DELETE,Information Disclosure,file,5.6,Medium,Open
DAST1041,/profile,GET,Open Redirect,file,8.7,High,Open
DAST1042,/admin,DELETE,Cross-Site Scripting,redirect,7.8,High,Open
DAST1043,/profile,PUT,Missing Security Headers,N/A,5.7,Medium,Open
DAST1044,/admin,GET,Information Disclosure,file,6.2,Medium,Open
DAST1045,/api/auth,DELETE,SQL Injection,search,3.9,Low,Open
DAST1046,/login,DELETE,Information Disclosure,file,2.6,Low,Open
DAST1047,/checkout,GET,Broken Authentication,id,5.1,Medium,Open
DAST1048,/admin,DELETE,Session Management Issue,redirect,2.1,Low,Fixed
DAST1049,/checkout,DELETE,Cross-Site Scripting,file,8.9,High,Open
DAST1050,/checkout,PUT,Session Management Issue,N/A,9.9,Critical,Open
DAST1051,/profile,POST,Missing Security Headers,search,7.7,High,Open
DAST1052,/search,DELETE,Information Disclosure,search,8.6,High,Fixed
DAST1053,/admin,PUT,Information Disclosure,token,9.1,Critical,Open
DAST1054,/checkout,DELETE,Security Misconfiguration,redirect,6.3,Medium,Open
DAST1055,/api/auth,PUT,Path Traversal,username,6.4,Medium,Open
DAST1056,/payment,POST,Open Redirect,token,4.2,Medium,Open
DAST1057,/download,POST,Missing Security Headers,redirect,7.3,High,Fixed
DAST1058,/upload,PUT,Session Management Issue,token,3.9,Low,Open
DAST1059,/checkout,PUT,Session Management Issue,N/A,4.3,Medium,Open
DAST1060,/search,GET,Open Redirect,id,7.7,High,Open
DAST1061,/api/auth,GET,Cross-Site Scripting,N/A,7.8,High,Open
DAST1062,/api/users,PUT,Path Traversal,N/A,3.4,Low,Open
DAST1063,/admin,DELETE,SQL Injection,username,4.5,Medium,Open
DAST1064,/api/users,POST,Broken Authentication,file,5,Medium,Open
DAST1065,/login,POST,Missing Security Headers,N/A,2.6,Low,Open
DAST1066,/checkout,POST,Missing Security Headers,id,7.7,High,Open
DAST1067,/download,PUT,Security Misconfiguration,id,6.4,Medium,Fixed
DAST1068,/api/users,POST,SQL Injection,token,3.1,Low,Open
DAST1069,/payment,GET,Session Management Issue,id,9.8,Critical,Open
DAST1070,/checkout,PUT,SQL Injection,redirect,6.5,Medium,Open
DAST1071,/login,POST,Cross-Site Scripting,id,8.3,High,Open
DAST1072,/search,POST,Cross-Site Scripting,id,8.8,High,Fixed
DAST1073,/api/users,POST,Security Misconfiguration,token,9,Critical,Open
DAST1074,/admin,POST,Information Disclosure,file,8.4,High,Fixed
DAST1075,/api/users,PUT,SQL Injection,token,7.1,High,Open
DAST1076,/profile,POST,Broken Authentication,id,7,High,Fixed
DAST1077,/upload,GET,Missing Security Headers,username,4.2,Medium,Fixed
DAST1078,/api/users,DELETE,Missing Security Headers,token,2.2,Low,Fixed
DAST1079,/payment,POST,Cross-Site Scripting,redirect,5.4,Medium,Open
DAST1080,/search,POST,Open Redirect,file,4.8,Medium,Fixed
DAST1081,/profile,GET,Open Redirect,file,5.1,Medium,Open
DAST1082,/upload,DELETE,SQL Injection,token,3.4,Low,Open
DAST1083,/download,POST,SQL Injection,redirect,4.6,Medium,Open
DAST1084,/search,POST,Security Misconfiguration,file,5.3,Medium,Open
DAST1085,/api/auth,GET,SQL Injection,username,8.1,High,Open
DAST1086,/download,PUT,Broken Authentication,id,4.2,Medium,Open
DAST1087,/admin,GET,Cross-Site Scripting,N/A,2.9,Low,Open
DAST1088,/admin,PUT,CSRF,N/A,2.2,Low,Open
DAST1089,/admin,POST,Security Misconfiguration,N/A,8.5,High,Open
DAST1090,/upload,GET,SQL Injection,username,5.8,Medium,Open
DAST1091,/upload,DELETE,SQL Injection,file,8.4,High,Fixed
DAST1092,/upload,GET,Security Misconfiguration,file,2.6,Low,Open
DAST1093,/search,PUT,Path Traversal,N/A,2.9,Low,Fixed
DAST1094,/download,DELETE,Security Misconfiguration,N/A,3,Low,Fixed
DAST1095,/profile,GET,Path Traversal,search,7.9,High,Open
DAST1096,/api/users,POST,Session Management Issue,N/A,8.1,High,Fixed
DAST1097,/checkout,GET,Security Misconfiguration,redirect,9.9,Critical,Fixed
DAST1098,/admin,POST,Security Misconfiguration,id,7,High,Open
DAST1099,/download,DELETE,Path Traversal,username,4.3,Medium,Fixed
DAST1100,/upload,GET,Information Disclosure,N/A,3.6,Low,Open
DAST1101,/search,GET,Cross-Site Scripting,N/A,8.4,High,Fixed
DAST1102,/payment,PUT,Missing Security Headers,file,7.8,High,Open
DAST1103,/profile,POST,SQL Injection,id,3.7,Low,Open
DAST1104,/upload,PUT,Information Disclosure,username,8,High,Open
DAST1105,/admin,GET,Missing Security Headers,N/A,8.9,High,Open
DAST1106,/api/auth,DELETE,Broken Authentication,username,6.2,Medium,Open
DAST1107,/login,POST,Security Misconfiguration,file,6.8,Medium,Open
DAST1108,/profile,GET,Missing Security Headers,redirect,9.5,Critical,Open
DAST1109,/checkout,DELETE,Information Disclosure,token,9.6,Critical,Open
DAST1110,/api/users,POST,Cross-Site Scripting,N/A,7.3,High,Open
DAST1111,/login,POST,Path Traversal,id,2.6,Low,Open
DAST1112,/login,POST,Cross-Site Scripting,file,8.6,High,Open
DAST1113,/upload,POST,Information Disclosure,N/A,5.8,Medium,Open
DAST1114,/login,GET,SQL Injection,N/A,5.1,Medium,Open
DAST1115,/checkout,POST,Missing Security Headers,N/A,4.4,Medium,Open
DAST1116,/api/users,POST,Security Misconfiguration,token,4,Medium,Open
DAST1117,/search,DELETE,CSRF,N/A,5.4,Medium,Open
DAST1118,/checkout,POST,Open Redirect,username,9.5,Critical,Open
DAST1119,/download,PUT,Cross-Site Scripting,search,4.1,Medium,Open
DAST1120,/api/users,DELETE,SQL Injection,search,6.5,Medium,Open
DAST1121,/profile,DELETE,Missing Security Headers,username,3.6,Low,Open
DAST1122,/upload,GET,SQL Injection,file,3.5,Low,Open
DAST1123,/login,POST,Broken Authentication,file,7.7,High,Open
DAST1124,/upload,DELETE,Open Redirect,username,4.5,Medium,Open
DAST1125,/admin,DELETE,Cross-Site Scripting,N/A,3.1,Low,Open
DAST1126,/api/auth,GET,Path Traversal,token,2.5,Low,Open
DAST1127,/profile,POST,Missing Security Headers,search,9.4,Critical,Open
DAST1128,/search,DELETE,Information Disclosure,username,6.5,Medium,Fixed
DAST1129,/search,PUT,CSRF,token,2.9,Low,Open
DAST1130,/api/users,POST,Broken Authentication,search,6.5,Medium,Open
DAST1131,/download,DELETE,Session Management Issue,N/A,6.3,Medium,Open
DAST1132,/search,DELETE,Missing Security Headers,id,8.6,High,Open
DAST1133,/login,DELETE,Broken Authentication,username,7.6,High,Open
DAST1134,/search,POST,Path Traversal,file,6.5,Medium,Open
DAST1135,/api/users,GET,Open Redirect,id,7.8,High,Open
DAST1136,/profile,GET,SQL Injection,search,8,High,Fixed
DAST1137,/download,DELETE,SQL Injection,token,5.1,Medium,Open
DAST1138,/profile,POST,Information Disclosure,file,4.3,Medium,Open
DAST1139,/profile,GET,Session Management Issue,token,6.3,Medium,Fixed
DAST1140,/upload,POST,Missing Security Headers,N/A,4.1,Medium,Fixed
DAST1141,/download,DELETE,Information Disclosure,search,8.7,High,Open
DAST1142,/payment,DELETE,CSRF,redirect,5.2,Medium,Open
DAST1143,/upload,DELETE,Cross-Site Scripting,id,2.6,Low,Open
DAST1144,/upload,GET,CSRF,N/A,9.6,Critical,Open
DAST1145,/download,POST,Open Redirect,N/A,3.7,Low,Fixed
DAST1146,/api/auth,POST,Path Traversal,redirect,5.2,Medium,Open
DAST1147,/login,POST,Cross-Site Scripting,search,7,High,Open
DAST1148,/upload,DELETE,Open Redirect,token,7,High,Fixed
DAST1149,/search,POST,SQL Injection,token,4.6,Medium,Open
DAST1150,/profile,DELETE,Information Disclosure,N/A,3.1,Low,Open
DAST1151,/login,PUT,Missing Security Headers,redirect,9.3,Critical,Fixed
DAST1152,/api/auth,DELETE,Path Traversal,N/A,6.8,Medium,Fixed
DAST1153,/payment,DELETE,Information Disclosure,id,8,High,Fixed
DAST1154,/profile,PUT,Path Traversal,N/A,9.4,Critical,Open
DAST1155,/download,PUT,Cross-Site Scripting,redirect,6.2,Medium,Fixed
DAST1156,/profile,PUT,Information Disclosure,username,5,Medium,Open
DAST1157,/profile,DELETE,CSRF,username,2.5,Low,Fixed
DAST1158,/api/auth,PUT,Cross-Site Scripting,file,8.8,High,Open
DAST1159,/search,DELETE,CSRF,N/A,6.1,Medium,Fixed
DAST1160,/download,POST,Open Redirect,file,3.7,Low,Open
DAST1161,/api/users,PUT,Path Traversal,token,5,Medium,Fixed
DAST1162,/api/auth,GET,Broken Authentication,file,3.7,Low,Open
DAST1163,/profile,POST,SQL Injection,id,5.7,Medium,Open
DAST1164,/login,GET,Session Management Issue,username,3.9,Low,Fixed
DAST1165,/search,POST,Security Misconfiguration,redirect,2.9,Low,Open
DAST1166,/api/auth,GET,Broken Authentication,search,2.6,Low,Open
DAST1167,/login,PUT,Cross-Site Scripting,file,7.5,High,Open
DAST1168,/upload,PUT,Cross-Site Scripting,N/A,4.3,Medium,Open
DAST1169,/login,POST,Cross-Site Scripting,file,3.2,Low,Open
DAST1170,/profile,DELETE,SQL Injection,redirect,9.8,Critical,Open
DAST1171,/upload,POST,Open Redirect,redirect,5.3,Medium,Open
DAST1172,/login,PUT,Session Management Issue,id,5.2,Medium,Fixed
DAST1173,/checkout,POST,Open Redirect,username,7.2,High,Open
DAST1174,/login,DELETE,SQL Injection,username,9.3,Critical,Open
DAST1175,/search,GET,Open Redirect,N/A,3.7,Low,Open
DAST1176,/profile,DELETE,Session Management Issue,N/A,6.4,Medium,Open
DAST1177,/api/users,DELETE,CSRF,username,7.8,High,Open
DAST1178,/profile,DELETE,SQL Injection,N/A,5.2,Medium,Open
DAST1179,/upload,DELETE,SQL Injection,N/A,2.8,Low,Open
DAST1180,/payment,PUT,Cross-Site Scripting,token,7.1,High,Open
DAST1181,/payment,GET,Cross-Site Scripting,file,2,Low,Open
DAST1182,/api/users,DELETE,CSRF,N/A,3.7,Low,Open
DAST1183,/profile,POST,Path Traversal,id,7.4,High,Open
DAST1184,/download,DELETE,Broken Authentication,username,8.9,High,Fixed
DAST1185,/api/users,GET,Open Redirect,id,8.4,High,Open
DAST1186,/upload,PUT,Open Redirect,N/A,3.1,Low,Open
DAST1187,/search,DELETE,Broken Authentication,redirect,5.1,Medium,Open
DAST1188,/api/users,GET,Cross-Site Scripting,username,8.3,High,Open
