Asset_ID,Resource_Type,Resource_Name,Open_Ports,Risk_Score,Criticality,Dependency_Count,Public_Access,IAM_Risk
ASSET-0745,IAM,IAM-Resource-745,7,61,Medium,0,Yes,High
ASSET-0746,VPC,VPC-Resource-746,4,11,Medium,12,No,Low
ASSET-0747,Lambda,Lambda-Resource-747,14,91,Critical,3,Yes,High
ASSET-0748,S3,S3-Resource-748,13,11,Medium,9,Yes,Low
ASSET-0749,IAM,IAM-Resource-749,2,85,Medium,4,Yes,Low
ASSET-0750,IAM,IAM-Resource-750,11,43,High,11,No,High
ASSET-0751,VPC,VPC-Resource-751,8,56,Critical,7,Yes,Low
ASSET-0752,IAM,IAM-Resource-752,12,62,Medium,8,No,High
ASSET-0753,IAM,IAM-Resource-753,7,93,Medium,0,Yes,High
ASSET-0754,VPC,VPC-Resource-754,9,48,Medium,6,Yes,Low
ASSET-0755,Lambda,Lambda-Resource-755,13,81,Medium,5,No,Low
ASSET-0756,EC2,EC2-Resource-756,10,59,Low,7,No,Medium
ASSET-0757,VPC,VPC-Resource-757,13,52,Low,10,No,Low
ASSET-0758,IAM,IAM-Resource-758,9,81,Critical,3,Yes,Medium
ASSET-0759,RDS,RDS-Resource-759,3,18,High,12,No,Low
ASSET-0760,Lambda,Lambda-Resource-760,15,27,Medium,1,Yes,Medium
ASSET-0761,Lambda,Lambda-Resource-761,9,76,Critical,0,Yes,High
ASSET-0762,VPC,VPC-Resource-762,15,74,Low,3,Yes,High
ASSET-0763,IAM,IAM-Resource-763,14,58,Low,2,No,Medium
ASSET-0764,EC2,EC2-Resource-764,10,90,High,11,No,Low
ASSET-0765,VPC,VPC-Resource-765,10,94,High,12,Yes,Medium
ASSET-0766,RDS,RDS-Resource-766,2,88,High,5,Yes,Low
ASSET-0767,RDS,RDS-Resource-767,1,56,Medium,2,Yes,Medium
ASSET-0768,VPC,VPC-Resource-768,0,20,Medium,8,No,Low
ASSET-0769,EC2,EC2-Resource-769,7,77,High,6,No,Low
ASSET-0770,IAM,IAM-Resource-770,0,84,Medium,8,No,Medium
ASSET-0771,EC2,EC2-Resource-771,0,96,Critical,1,Yes,Medium
ASSET-0772,EC2,EC2-Resource-772,2,32,High,2,No,Medium
ASSET-0773,VPC,VPC-Resource-773,9,31,Critical,10,No,Medium
ASSET-0774,IAM,IAM-Resource-774,9,89,Low,7,No,Low
ASSET-0775,EC2,EC2-Resource-775,7,34,High,4,Yes,High
ASSET-0776,RDS,RDS-Resource-776,12,15,High,7,No,Low
ASSET-0777,IAM,IAM-Resource-777,8,55,Medium,2,Yes,High
ASSET-0778,S3,S3-Resource-778,9,25,Medium,1,Yes,Medium
ASSET-0779,RDS,RDS-Resource-779,14,53,High,4,Yes,Low
ASSET-0780,RDS,RDS-Resource-780,13,86,High,4,Yes,Low
ASSET-0781,Lambda,Lambda-Resource-781,7,74,Critical,4,Yes,Low
ASSET-0782,S3,S3-Resource-782,7,86,Medium,12,No,Medium
ASSET-0783,VPC,VPC-Resource-783,4,29,Medium,11,No,Medium
ASSET-0784,RDS,RDS-Resource-784,5,42,Low,0,No,Low
ASSET-0785,Lambda,Lambda-Resource-785,4,40,High,12,No,Medium
ASSET-0786,EC2,EC2-Resource-786,13,60,High,11,Yes,Low
ASSET-0787,EC2,EC2-Resource-787,14,15,Medium,12,Yes,Low
ASSET-0788,Lambda,Lambda-Resource-788,8,38,Low,2,Yes,Low
ASSET-0789,IAM,IAM-Resource-789,12,87,Medium,8,Yes,Low
ASSET-0790,VPC,VPC-Resource-790,5,94,High,6,Yes,Medium
ASSET-0791,EC2,EC2-Resource-791,4,23,Medium,8,Yes,Low
ASSET-0792,EC2,EC2-Resource-792,9,42,Low,12,No,Medium
ASSET-0793,RDS,RDS-Resource-793,4,100,Low,4,No,Low
ASSET-0794,S3,S3-Resource-794,15,37,High,12,Yes,Medium
ASSET-0795,VPC,VPC-Resource-795,8,18,Low,0,No,Low
ASSET-0796,S3,S3-Resource-796,9,52,Medium,1,Yes,Medium
ASSET-0797,S3,S3-Resource-797,13,92,Medium,4,Yes,Low
ASSET-0798,IAM,IAM-Resource-798,2,32,High,8,No,Medium
ASSET-0799,IAM,IAM-Resource-799,1,81,High,9,Yes,Low
ASSET-0800,IAM,IAM-Resource-800,8,54,Critical,7,Yes,High
ASSET-0801,IAM,IAM-Resource-801,1,99,Medium,4,Yes,Low
ASSET-0802,RDS,RDS-Resource-802,13,70,High,3,No,Medium
ASSET-0803,IAM,IAM-Resource-803,5,90,Low,3,Yes,Low
ASSET-0804,S3,S3-Resource-804,1,90,High,2,Yes,Low
ASSET-0805,VPC,VPC-Resource-805,15,90,Medium,11,Yes,Low
ASSET-0806,VPC,VPC-Resource-806,2,36,Critical,7,No,Low
ASSET-0807,Lambda,Lambda-Resource-807,5,10,High,7,No,High
ASSET-0808,VPC,VPC-Resource-808,4,73,Critical,0,Yes,Medium
ASSET-0809,EC2,EC2-Resource-809,10,46,High,8,No,Medium
ASSET-0810,VPC,VPC-Resource-810,13,71,Critical,4,Yes,Low
ASSET-0811,S3,S3-Resource-811,11,81,Medium,2,Yes,Medium
ASSET-0812,EC2,EC2-Resource-812,13,86,Low,6,No,High
ASSET-0813,Lambda,Lambda-Resource-813,3,93,High,0,No,Medium
ASSET-0814,VPC,VPC-Resource-814,10,61,Medium,10,No,Medium
ASSET-0815,S3,S3-Resource-815,11,63,High,8,No,Medium
ASSET-0816,IAM,IAM-Resource-816,9,79,High,9,Yes,Medium
ASSET-0817,S3,S3-Resource-817,10,58,Medium,9,No,High
ASSET-0818,S3,S3-Resource-818,5,35,High,4,No,Low
ASSET-0819,RDS,RDS-Resource-819,6,46,High,2,Yes,Low
ASSET-0820,Lambda,Lambda-Resource-820,5,86,Medium,10,No,Medium
ASSET-0821,S3,S3-Resource-821,13,59,Low,8,No,Low
ASSET-0822,VPC,VPC-Resource-822,3,80,Low,11,Yes,Low
ASSET-0823,S3,S3-Resource-823,15,59,Medium,2,No,Medium
ASSET-0824,IAM,IAM-Resource-824,10,88,High,7,No,Medium
ASSET-0825,Lambda,Lambda-Resource-825,10,61,Low,0,Yes,Low
ASSET-0826,RDS,RDS-Resource-826,14,61,Critical,8,No,Low
ASSET-0827,EC2,EC2-Resource-827,12,64,High,7,Yes,Medium
ASSET-0828,IAM,IAM-Resource-828,2,48,Low,4,No,High
ASSET-0829,S3,S3-Resource-829,4,17,High,1,Yes,High
ASSET-0830,Lambda,Lambda-Resource-830,13,27,Critical,1,Yes,Low
ASSET-0831,S3,S3-Resource-831,9,25,Low,9,No,Medium
ASSET-0832,S3,S3-Resource-832,5,69,Medium,0,Yes,Medium
ASSET-0833,VPC,VPC-Resource-833,3,80,Low,10,No,Medium
ASSET-0834,S3,S3-Resource-834,15,84,Critical,3,No,Medium
ASSET-0835,Lambda,Lambda-Resource-835,12,60,Medium,2,Yes,Medium
ASSET-0836,IAM,IAM-Resource-836,4,92,Medium,0,Yes,Medium
ASSET-0837,Lambda,Lambda-Resource-837,10,76,Medium,7,Yes,Low
ASSET-0838,Lambda,Lambda-Resource-838,13,78,Medium,10,Yes,Low
ASSET-0839,EC2,EC2-Resource-839,0,22,Low,1,No,Low
ASSET-0840,IAM,IAM-Resource-840,10,38,Medium,12,Yes,Low
ASSET-0841,S3,S3-Resource-841,6,100,High,0,No,Low
ASSET-0842,RDS,RDS-Resource-842,9,85,Medium,8,Yes,Low
ASSET-0843,IAM,IAM-Resource-843,7,14,High,2,Yes,Medium
ASSET-0844,VPC,VPC-Resource-844,11,81,Medium,0,Yes,Low
ASSET-0845,VPC,VPC-Resource-845,3,84,High,9,No,High
ASSET-0846,RDS,RDS-Resource-846,11,89,Low,8,Yes,Low
ASSET-0847,Lambda,Lambda-Resource-847,12,47,Low,12,No,Low
ASSET-0848,IAM,IAM-Resource-848,9,32,Low,12,Yes,High
ASSET-0849,IAM,IAM-Resource-849,8,63,High,4,No,Medium
ASSET-0850,VPC,VPC-Resource-850,12,18,Medium,2,Yes,Low
ASSET-0851,Lambda,Lambda-Resource-851,10,51,Critical,6,Yes,Medium
ASSET-0852,S3,S3-Resource-852,10,13,Low,0,Yes,High
ASSET-0853,S3,S3-Resource-853,4,24,High,5,Yes,Low
ASSET-0854,Lambda,Lambda-Resource-854,3,27,High,10,No,High
ASSET-0855,Lambda,Lambda-Resource-855,1,46,High,3,No,Low
ASSET-0856,EC2,EC2-Resource-856,13,87,Medium,7,Yes,High
ASSET-0857,VPC,VPC-Resource-857,12,79,High,9,Yes,Low
ASSET-0858,Lambda,Lambda-Resource-858,6,32,High,2,No,Low
ASSET-0859,RDS,RDS-Resource-859,3,89,Low,11,No,High
ASSET-0860,RDS,RDS-Resource-860,13,62,High,3,Yes,Medium
ASSET-0861,Lambda,Lambda-Resource-861,15,21,High,3,Yes,Medium
ASSET-0862,RDS,RDS-Resource-862,15,11,Medium,12,Yes,Medium
ASSET-0863,Lambda,Lambda-Resource-863,6,27,Medium,8,Yes,Medium
ASSET-0864,S3,S3-Resource-864,13,35,Medium,5,No,Low
ASSET-0865,IAM,IAM-Resource-865,13,41,High,3,No,Low
ASSET-0866,Lambda,Lambda-Resource-866,8,85,Low,11,Yes,Low
ASSET-0867,Lambda,Lambda-Resource-867,4,41,Low,4,No,Medium
ASSET-0868,EC2,EC2-Resource-868,3,34,High,5,Yes,Medium
ASSET-0869,VPC,VPC-Resource-869,1,28,Medium,11,Yes,Low
ASSET-0870,IAM,IAM-Resource-870,8,39,High,3,No,High
ASSET-0871,S3,S3-Resource-871,0,43,Low,9,No,Medium
ASSET-0872,IAM,IAM-Resource-872,12,82,Medium,0,Yes,Low
ASSET-0873,RDS,RDS-Resource-873,7,95,Critical,6,No,Low
ASSET-0874,EC2,EC2-Resource-874,2,20,Critical,9,No,High
ASSET-0875,EC2,EC2-Resource-875,1,41,Medium,12,No,Medium
ASSET-0876,Lambda,Lambda-Resource-876,12,27,Medium,12,No,Medium
ASSET-0877,RDS,RDS-Resource-877,13,41,Low,5,No,High
ASSET-0878,EC2,EC2-Resource-878,14,97,Low,12,No,Low
ASSET-0879,S3,S3-Resource-879,11,44,Critical,0,No,Low
ASSET-0880,RDS,RDS-Resource-880,9,25,Medium,3,No,Low
ASSET-0881,S3,S3-Resource-881,3,55,Critical,12,No,Low
ASSET-0882,Lambda,Lambda-Resource-882,2,39,Low,11,Yes,High
ASSET-0883,IAM,IAM-Resource-883,3,69,Medium,2,Yes,Low
ASSET-0884,IAM,IAM-Resource-884,15,39,High,7,No,Medium
ASSET-0885,S3,S3-Resource-885,10,85,Medium,11,Yes,Low
ASSET-0886,VPC,VPC-Resource-886,10,54,Medium,0,No,Low
ASSET-0887,EC2,EC2-Resource-887,13,29,Low,3,Yes,High
ASSET-0888,IAM,IAM-Resource-888,2,57,Low,2,Yes,High
ASSET-0889,RDS,RDS-Resource-889,5,33,High,0,Yes,High
ASSET-0890,S3,S3-Resource-890,3,18,Medium,9,Yes,High
ASSET-0891,Lambda,Lambda-Resource-891,9,61,Low,10,Yes,High
ASSET-0892,EC2,EC2-Resource-892,5,98,Low,6,No,Medium
ASSET-0893,IAM,IAM-Resource-893,9,82,Medium,7,No,High
ASSET-0894,Lambda,Lambda-Resource-894,13,59,Critical,12,Yes,Medium
ASSET-0895,EC2,EC2-Resource-895,2,84,Medium,6,Yes,Medium
ASSET-0896,S3,S3-Resource-896,8,47,Low,5,Yes,Low
ASSET-0897,EC2,EC2-Resource-897,11,22,Low,10,No,Low
ASSET-0898,IAM,IAM-Resource-898,6,62,Medium,12,No,Low
ASSET-0899,EC2,EC2-Resource-899,4,10,Low,10,No,Medium
ASSET-0900,RDS,RDS-Resource-900,7,32,High,12,Yes,Low
ASSET-0901,S3,S3-Resource-901,0,29,Medium,12,Yes,Medium
ASSET-0902,RDS,RDS-Resource-902,1,35,Medium,7,Yes,High
ASSET-0903,RDS,RDS-Resource-903,9,32,High,10,No,Medium
ASSET-0904,IAM,IAM-Resource-904,13,52,High,7,Yes,Low
ASSET-0905,RDS,RDS-Resource-905,9,21,Medium,10,Yes,Low
ASSET-0906,Lambda,Lambda-Resource-906,7,53,Low,7,Yes,High
ASSET-0907,IAM,IAM-Resource-907,12,59,High,0,No,High
ASSET-0908,RDS,RDS-Resource-908,15,35,High,11,Yes,High
ASSET-0909,IAM,IAM-Resource-909,6,52,Medium,5,No,High
ASSET-0910,IAM,IAM-Resource-910,11,86,Medium,3,Yes,High
ASSET-0911,EC2,EC2-Resource-911,5,19,High,4,Yes,Medium
ASSET-0912,EC2,EC2-Resource-912,1,16,High,5,No,Medium
ASSET-0913,Lambda,Lambda-Resource-913,10,71,Medium,3,No,Low
ASSET-0914,S3,S3-Resource-914,7,72,High,5,No,Medium
ASSET-0915,S3,S3-Resource-915,14,77,Low,11,No,Low
ASSET-0916,RDS,RDS-Resource-916,2,53,High,7,No,High
ASSET-0917,VPC,VPC-Resource-917,6,30,Low,2,Yes,Low
ASSET-0918,VPC,VPC-Resource-918,14,23,High,8,No,High
ASSET-0919,EC2,EC2-Resource-919,15,41,High,1,No,Medium
ASSET-0920,IAM,IAM-Resource-920,4,67,Medium,5,Yes,Low
ASSET-0921,IAM,IAM-Resource-921,13,37,Critical,5,No,High
ASSET-0922,VPC,VPC-Resource-922,14,47,Medium,12,No,Medium
ASSET-0923,S3,S3-Resource-923,8,54,Low,5,Yes,Low
ASSET-0924,Lambda,Lambda-Resource-924,0,17,Medium,2,Yes,High
ASSET-0925,Lambda,Lambda-Resource-925,11,83,Medium,5,Yes,High
ASSET-0926,VPC,VPC-Resource-926,12,55,Medium,4,Yes,Medium
ASSET-0927,EC2,EC2-Resource-927,15,94,Medium,8,Yes,High
ASSET-0928,VPC,VPC-Resource-928,6,42,High,5,Yes,Low
ASSET-0929,IAM,IAM-Resource-929,3,47,Medium,12,Yes,Low
ASSET-0930,EC2,EC2-Resource-930,11,19,Medium,10,Yes,Medium
ASSET-0931,VPC,VPC-Resource-931,4,79,High,4,Yes,High
ASSET-0932,RDS,RDS-Resource-932,2,83,High,1,Yes,Medium
ASSET-0933,VPC,VPC-Resource-933,4,44,Medium,5,Yes,Low
ASSET-0934,IAM,IAM-Resource-934,1,96,High,11,No,Low
ASSET-0935,EC2,EC2-Resource-935,8,71,Medium,2,Yes,High
ASSET-0936,EC2,EC2-Resource-936,15,76,Medium,5,Yes,High
ASSET-0937,VPC,VPC-Resource-937,8,71,Low,0,No,Low
ASSET-0938,S3,S3-Resource-938,12,53,High,5,No,Low
ASSET-0939,VPC,VPC-Resource-939,14,94,Medium,0,Yes,High
ASSET-0940,Lambda,Lambda-Resource-940,0,15,Low,9,Yes,High
ASSET-0941,S3,S3-Resource-941,7,72,Low,5,No,High
ASSET-0942,VPC,VPC-Resource-942,8,36,Medium,6,No,High
ASSET-0943,S3,S3-Resource-943,10,71,Medium,4,Yes,Low
ASSET-0944,S3,S3-Resource-944,15,83,High,12,Yes,Medium
ASSET-0945,VPC,VPC-Resource-945,6,35,Low,0,No,Medium
ASSET-0946,EC2,EC2-Resource-946,7,93,Critical,11,No,Medium
ASSET-0947,VPC,VPC-Resource-947,5,62,Medium,2,Yes,Low
ASSET-0948,RDS,RDS-Resource-948,9,29,High,5,Yes,Low
ASSET-0949,IAM,IAM-Resource-949,7,89,Medium,1,Yes,High
ASSET-0950,RDS,RDS-Resource-950,12,13,Low,11,No,Low
ASSET-0951,Lambda,Lambda-Resource-951,13,78,Critical,8,Yes,Low
ASSET-0952,Lambda,Lambda-Resource-952,0,28,Low,7,Yes,High
ASSET-0953,RDS,RDS-Resource-953,11,27,Medium,3,No,Medium
ASSET-0954,Lambda,Lambda-Resource-954,9,68,High,3,Yes,Low
ASSET-0955,EC2,EC2-Resource-955,7,65,Medium,10,Yes,Low
ASSET-0956,S3,S3-Resource-956,1,19,High,3,Yes,Low
ASSET-0957,RDS,RDS-Resource-957,4,46,High,1,No,High
ASSET-0958,VPC,VPC-Resource-958,5,58,Critical,12,No,Medium
ASSET-0959,VPC,VPC-Resource-959,4,82,High,3,No,Medium
ASSET-0960,IAM,IAM-Resource-960,2,65,High,8,Yes,High
ASSET-0961,VPC,VPC-Resource-961,14,60,High,11,No,Medium
ASSET-0962,VPC,VPC-Resource-962,12,23,Critical,5,Yes,Medium
ASSET-0963,S3,S3-Resource-963,10,77,Critical,10,No,High
ASSET-0964,EC2,EC2-Resource-964,4,91,Medium,1,Yes,Medium
ASSET-0965,IAM,IAM-Resource-965,12,65,Medium,2,No,Medium
ASSET-0966,Lambda,Lambda-Resource-966,3,96,Medium,1,Yes,High
ASSET-0967,VPC,VPC-Resource-967,7,24,Medium,7,Yes,Medium
ASSET-0968,Lambda,Lambda-Resource-968,9,67,Critical,9,Yes,Medium
ASSET-0969,S3,S3-Resource-969,4,38,High,1,Yes,Medium
ASSET-0970,IAM,IAM-Resource-970,1,59,Medium,10,Yes,Low
ASSET-0971,EC2,EC2-Resource-971,15,48,Medium,0,Yes,Low
ASSET-0972,IAM,IAM-Resource-972,14,42,Medium,1,Yes,Medium
ASSET-0973,S3,S3-Resource-973,2,11,Medium,7,No,Low
ASSET-0974,VPC,VPC-Resource-974,0,76,Critical,1,Yes,Low
ASSET-0975,S3,S3-Resource-975,10,73,Low,8,No,Low
ASSET-0976,IAM,IAM-Resource-976,6,65,Medium,5,No,Medium
ASSET-0977,IAM,IAM-Resource-977,10,37,High,10,No,Low
ASSET-0978,S3,S3-Resource-978,5,66,Critical,4,Yes,Medium
ASSET-0979,VPC,VPC-Resource-979,14,42,Low,12,Yes,High
ASSET-0980,EC2,EC2-Resource-980,4,28,High,9,Yes,High
ASSET-0981,EC2,EC2-Resource-981,6,31,Critical,5,No,Low
ASSET-0982,IAM,IAM-Resource-982,6,25,Medium,2,No,Medium
ASSET-0983,VPC,VPC-Resource-983,3,62,Medium,11,Yes,Medium
ASSET-0984,S3,S3-Resource-984,4,31,Critical,9,No,High
ASSET-0985,EC2,EC2-Resource-985,9,100,Low,0,Yes,Medium
ASSET-0986,RDS,RDS-Resource-986,12,61,High,0,No,Medium
ASSET-0987,S3,S3-Resource-987,8,50,Low,9,No,High
ASSET-0988,VPC,VPC-Resource-988,0,15,Medium,7,Yes,Low
ASSET-0989,IAM,IAM-Resource-989,7,10,Medium,12,Yes,Low
ASSET-0990,IAM,IAM-Resource-990,6,13,Critical,7,No,Low
ASSET-0991,RDS,RDS-Resource-991,12,69,Medium,9,No,High
ASSET-0992,Lambda,Lambda-Resource-992,1,48,High,10,No,Medium
ASSET-0993,S3,S3-Resource-993,13,40,Low,12,Yes,Low
ASSET-0994,RDS,RDS-Resource-994,12,24,Medium,6,Yes,Medium
ASSET-0995,S3,S3-Resource-995,11,60,High,12,No,Low
ASSET-0996,VPC,VPC-Resource-996,7,74,Medium,5,Yes,Low
ASSET-0997,Lambda,Lambda-Resource-997,4,20,High,5,Yes,Medium
ASSET-0998,VPC,VPC-Resource-998,12,68,Low,10,Yes,Low
ASSET-0999,S3,S3-Resource-999,11,34,High,1,Yes,Medium
ASSET-1000,S3,S3-Resource-1000,14,45,High,10,No,High
