ID,File_Name,Language,Component,Vulnerability,CWE,Line_Number,CVSS,Severity,Risk_Score,Detection_Status,Remediation
V0526,checkout.php,JavaScript,Database,Weak Authentication,CWE-287,442,2.5,Low,1.75,Detected,Pending
V0527,search.js,C,File Upload,Weak Authentication,CWE-287,371,6.3,Medium,6.3,Detected,Pending
V0528,config.c,PHP,User Management,Insecure API,CWE-639,1335,3,Low,2.1,Detected,Pending
V0529,payment.php,C++,Configuration,Insecure Cryptography,CWE-327,758,7.4,High,8.88,Detected,Fixed
V0530,profile.py,JavaScript,Authentication,SQL Injection,CWE-89,88,2.4,Low,1.68,Detected,Pending
V0531,auth.cpp,JavaScript,Session Management,Hardcoded Credentials,CWE-798,753,8.4,High,10.08,Detected,Pending
V0532,config.js,C,Session Management,Command Injection,CWE-78,1194,7.3,High,8.76,Detected,Fixed
V0533,admin.py,PHP,API,Weak Authentication,CWE-287,78,4,Medium,4,Detected,Fixed
V0534,upload.php,Java,Database,Cross-Site Scripting,CWE-79,467,3.3,Low,2.31,Detected,Pending
V0535,admin.php,Java,User Management,SQL Injection,CWE-89,243,2.5,Low,1.75,Detected,Pending
V0536,profile.java,PHP,User Management,Hardcoded Credentials,CWE-798,913,2.1,Low,1.47,Detected,Pending
V0537,auth.py,C,User Management,Hardcoded Credentials,CWE-798,1110,8.7,High,10.44,Detected,Pending
V0538,checkout.c,JavaScript,Session Management,Sensitive Data Exposure,CWE-200,1041,4.1,Medium,4.1,Detected,Fixed
V0539,admin.js,C,Authentication,Sensitive Data Exposure,CWE-200,1132,2.4,Low,1.68,Detected,Fixed
V0540,login.java,JavaScript,Database,Weak Authentication,CWE-287,758,4.8,Medium,4.8,Detected,Pending
V0541,checkout.cpp,C,File Upload,Insecure API,CWE-639,1033,6.6,Medium,6.6,Detected,Pending
V0542,checkout.java,PHP,Authentication,Hardcoded Credentials,CWE-798,959,8.4,High,10.08,Detected,Pending
V0543,api.c,Java,Configuration,Command Injection,CWE-78,1111,4.7,Medium,4.7,Detected,Fixed
V0544,database.cpp,PHP,Configuration,Command Injection,CWE-78,366,3.1,Low,2.17,Detected,Fixed
V0545,payment.c,Python,Session Management,SQL Injection,CWE-89,785,8.2,High,9.84,Detected,Pending
V0546,api.php,C++,File Upload,Path Traversal,CWE-22,390,9,Critical,13.5,Detected,Pending
V0547,auth.cpp,PHP,File Upload,Weak Authentication,CWE-287,27,9.9,Critical,14.85,Detected,Fixed
V0548,server.c,Python,User Management,Path Traversal,CWE-22,1208,7.2,High,8.64,Missed,Fixed
V0549,api.cpp,Java,Session Management,Insecure Cryptography,CWE-327,262,4,Medium,4,Detected,Pending
V0550,auth.php,C++,Session Management,Insecure Cryptography,CWE-327,1209,7.1,High,8.52,Detected,Pending
V0551,admin.cpp,Python,Payment,Buffer Overflow,CWE-120,203,5.6,Medium,5.6,Missed,Pending
V0552,login.java,Java,Payment,SQL Injection,CWE-89,1125,3.6,Low,2.52,Detected,Pending
V0553,server.java,JavaScript,Session Management,Weak Authentication,CWE-287,1184,6.8,Medium,6.8,Missed,Pending
V0554,profile.java,C,API,Weak Authentication,CWE-287,475,9.8,Critical,14.7,Detected,Fixed
V0555,payment.java,Python,User Management,Buffer Overflow,CWE-120,1060,3.6,Low,2.52,Detected,Pending
V0556,api.php,C,Database,Cross-Site Scripting,CWE-79,253,5.5,Medium,5.5,Detected,Fixed
V0557,session.java,PHP,Authentication,Insecure API,CWE-639,553,4.7,Medium,4.7,Detected,Fixed
V0558,search.c,JavaScript,Session Management,Cross-Site Scripting,CWE-79,1429,2.3,Low,1.61,Detected,Fixed
V0559,upload.c,C++,Database,Hardcoded Credentials,CWE-798,255,2.8,Low,1.96,Detected,Pending
V0560,auth.java,PHP,Session Management,Sensitive Data Exposure,CWE-200,274,5.4,Medium,5.4,Missed,Pending
V0561,server.c,C,API,Path Traversal,CWE-22,1222,2.4,Low,1.68,Missed,Pending
V0562,session.cpp,C++,Payment,Insecure API,CWE-639,219,2.2,Low,1.54,Detected,Pending
V0563,login.java,PHP,Configuration,Buffer Overflow,CWE-120,56,3.4,Low,2.38,Missed,Pending
V0564,user.cpp,JavaScript,Configuration,SQL Injection,CWE-89,1127,5,Medium,5,Missed,Fixed
V0565,auth.c,JavaScript,User Management,Buffer Overflow,CWE-120,338,6.7,Medium,6.7,Detected,Pending
V0566,profile.cpp,Java,User Management,Weak Authentication,CWE-287,634,4.7,Medium,4.7,Detected,Pending
V0567,login.py,PHP,User Management,Insecure Cryptography,CWE-327,894,6,Medium,6,Detected,Pending
V0568,config.php,C,Session Management,Buffer Overflow,CWE-120,275,8,High,9.6,Missed,Pending
V0569,user.php,Java,Configuration,Sensitive Data Exposure,CWE-200,631,3.4,Low,2.38,Detected,Pending
V0570,checkout.php,C++,User Management,Hardcoded Credentials,CWE-798,1048,8.7,High,10.44,Detected,Fixed
V0571,config.java,Python,Database,Insecure Cryptography,CWE-327,886,4.6,Medium,4.6,Detected,Fixed
V0572,profile.php,Python,Authentication,Insecure Cryptography,CWE-327,462,3.9,Low,2.73,Detected,Pending
V0573,login.c,Python,Payment,Hardcoded Credentials,CWE-798,122,4.5,Medium,4.5,Detected,Pending
V0574,server.js,PHP,Session Management,Command Injection,CWE-78,94,8.3,High,9.96,Detected,Fixed
V0575,server.java,PHP,Payment,Path Traversal,CWE-22,798,4,Medium,4,Detected,Pending
V0576,auth.cpp,C,Database,Hardcoded Credentials,CWE-798,198,9.4,Critical,14.1,Detected,Fixed
V0577,admin.py,C++,Session Management,Buffer Overflow,CWE-120,470,3.2,Low,2.24,Detected,Fixed
V0578,checkout.py,JavaScript,Payment,Buffer Overflow,CWE-120,1406,3.7,Low,2.59,Detected,Pending
V0579,api.c,C,API,Weak Authentication,CWE-287,500,7,High,8.4,Missed,Pending
V0580,auth.java,Java,Database,Weak Authentication,CWE-287,119,4.1,Medium,4.1,Missed,Pending
V0581,config.js,PHP,User Management,Buffer Overflow,CWE-120,1246,7.7,High,9.24,Missed,Fixed
V0582,login.php,PHP,Payment,Insecure API,CWE-639,499,7.9,High,9.48,Detected,Fixed
V0583,search.php,Python,Database,Hardcoded Credentials,CWE-798,392,4.1,Medium,4.1,Missed,Fixed
V0584,login.java,C,File Upload,Command Injection,CWE-78,758,6.6,Medium,6.6,Detected,Fixed
V0585,upload.java,Java,File Upload,Sensitive Data Exposure,CWE-200,665,9.3,Critical,13.95,Missed,Fixed
V0586,user.java,C++,Payment,Path Traversal,CWE-22,1243,7.7,High,9.24,Detected,Fixed
V0587,upload.py,Python,Session Management,Weak Authentication,CWE-287,332,8.8,High,10.56,Detected,Fixed
V0588,session.php,C,API,Buffer Overflow,CWE-120,69,9.4,Critical,14.1,Detected,Fixed
V0589,checkout.js,C,Payment,Insecure Cryptography,CWE-327,679,4.4,Medium,4.4,Detected,Pending
V0590,api.py,Python,Database,Sensitive Data Exposure,CWE-200,883,7.2,High,8.64,Detected,Fixed
V0591,login.c,Python,Authentication,Command Injection,CWE-78,979,3.1,Low,2.17,Detected,Fixed
V0592,config.cpp,PHP,API,Sensitive Data Exposure,CWE-200,144,8.8,High,10.56,Detected,Fixed
V0593,api.py,C,Database,Buffer Overflow,CWE-120,1087,7.3,High,8.76,Detected,Fixed
V0594,upload.c,Python,File Upload,Command Injection,CWE-78,1348,7.9,High,9.48,Detected,Pending
V0595,database.py,Python,Payment,Cross-Site Scripting,CWE-79,255,4.5,Medium,4.5,Missed,Fixed
V0596,api.c,JavaScript,Configuration,Sensitive Data Exposure,CWE-200,251,7.3,High,8.76,Missed,Pending
V0597,database.js,Python,Configuration,Buffer Overflow,CWE-120,767,5.7,Medium,5.7,Detected,Pending
V0598,checkout.js,C++,File Upload,Sensitive Data Exposure,CWE-200,1255,7.2,High,8.64,Detected,Fixed
V0599,download.java,JavaScript,Authentication,Path Traversal,CWE-22,1322,8.3,High,9.96,Detected,Fixed
V0600,server.py,PHP,File Upload,Path Traversal,CWE-22,1212,9.2,Critical,13.8,Detected,Pending
V0601,search.java,JavaScript,File Upload,Insecure API,CWE-639,1126,6.2,Medium,6.2,Detected,Pending
V0602,config.js,JavaScript,Session Management,SQL Injection,CWE-89,701,3.3,Low,2.31,Detected,Pending
V0603,checkout.cpp,Java,Payment,Hardcoded Credentials,CWE-798,400,4.2,Medium,4.2,Missed,Fixed
V0604,payment.php,PHP,User Management,SQL Injection,CWE-89,747,3.1,Low,2.17,Missed,Pending
V0605,admin.java,C++,Session Management,Weak Authentication,CWE-287,866,3.9,Low,2.73,Detected,Pending
V0606,profile.py,PHP,API,Sensitive Data Exposure,CWE-200,99,7.8,High,9.36,Missed,Pending
V0607,session.cpp,Python,File Upload,Sensitive Data Exposure,CWE-200,154,7,High,8.4,Detected,Fixed
V0608,session.php,JavaScript,Session Management,Cross-Site Scripting,CWE-79,1241,5.6,Medium,5.6,Missed,Pending
V0609,database.java,JavaScript,File Upload,Path Traversal,CWE-22,858,7.1,High,8.52,Detected,Pending
V0610,session.cpp,Java,Configuration,Buffer Overflow,CWE-120,1371,6.2,Medium,6.2,Detected,Fixed
V0611,payment.c,JavaScript,Payment,Command Injection,CWE-78,674,4.6,Medium,4.6,Missed,Pending
V0612,api.cpp,Python,Session Management,Cross-Site Scripting,CWE-79,1397,8.2,High,9.84,Detected,Pending
V0613,server.c,C,Configuration,Insecure API,CWE-639,227,7.1,High,8.52,Missed,Fixed
V0614,search.c,C++,File Upload,Command Injection,CWE-78,1178,8.2,High,9.84,Detected,Fixed
V0615,config.c,PHP,API,Insecure Cryptography,CWE-327,1056,3.4,Low,2.38,Missed,Pending
V0616,user.c,Python,User Management,Path Traversal,CWE-22,225,5.2,Medium,5.2,Detected,Fixed
V0617,download.cpp,PHP,Payment,Insecure Cryptography,CWE-327,960,9.7,Critical,14.55,Detected,Fixed
V0618,session.js,Python,API,Insecure API,CWE-639,259,5,Medium,5,Detected,Fixed
V0619,login.java,Python,Payment,Buffer Overflow,CWE-120,1076,2.6,Low,1.82,Detected,Fixed
V0620,auth.py,PHP,Authentication,Insecure Cryptography,CWE-327,973,6.2,Medium,6.2,Detected,Fixed
V0621,config.cpp,Python,Session Management,Weak Authentication,CWE-287,547,9.6,Critical,14.4,Missed,Fixed
V0622,login.py,C,Database,Path Traversal,CWE-22,711,8.8,High,10.56,Detected,Pending
V0623,config.py,C,Configuration,Insecure Cryptography,CWE-327,779,6.4,Medium,6.4,Detected,Pending
V0624,admin.js,JavaScript,Authentication,Cross-Site Scripting,CWE-79,1148,7.3,High,8.76,Detected,Fixed
V0625,auth.java,JavaScript,API,Buffer Overflow,CWE-120,872,6,Medium,6,Detected,Fixed
V0626,database.php,Java,Database,Insecure Cryptography,CWE-327,1041,9.4,Critical,14.1,Detected,Fixed
V0627,download.c,Java,Database,Buffer Overflow,CWE-120,153,2.7,Low,1.89,Missed,Pending
V0628,profile.cpp,C,Payment,Hardcoded Credentials,CWE-798,1198,6,Medium,6,Detected,Pending
V0629,profile.py,C++,API,Path Traversal,CWE-22,19,8.3,High,9.96,Detected,Fixed
V0630,admin.java,PHP,Payment,Buffer Overflow,CWE-120,592,9,Critical,13.5,Detected,Pending
V0631,api.js,PHP,Database,Cross-Site Scripting,CWE-79,1331,9.2,Critical,13.8,Missed,Fixed
V0632,checkout.cpp,C,Session Management,Insecure API,CWE-639,1484,8.5,High,10.2,Detected,Pending
V0633,database.py,Python,Payment,SQL Injection,CWE-89,1088,3.2,Low,2.24,Detected,Fixed
V0634,upload.cpp,Python,Configuration,Sensitive Data Exposure,CWE-200,1305,7.8,High,9.36,Detected,Pending
V0635,database.php,JavaScript,Configuration,Insecure API,CWE-639,460,8.1,High,9.72,Detected,Fixed
V0636,download.c,C++,Session Management,Weak Authentication,CWE-287,447,7.3,High,8.76,Detected,Fixed
V0637,user.java,JavaScript,Authentication,Sensitive Data Exposure,CWE-200,285,9.3,Critical,13.95,Detected,Fixed
V0638,database.java,C++,Payment,Insecure Cryptography,CWE-327,129,5.1,Medium,5.1,Detected,Fixed
V0639,download.js,C++,Configuration,Cross-Site Scripting,CWE-79,1038,9.7,Critical,14.55,Detected,Fixed
V0640,upload.c,Python,Configuration,Command Injection,CWE-78,1240,5.7,Medium,5.7,Missed,Pending
V0641,user.php,Java,Authentication,Command Injection,CWE-78,395,3.6,Low,2.52,Missed,Pending
V0642,config.py,Python,Database,Cross-Site Scripting,CWE-79,690,6.7,Medium,6.7,Detected,Pending
V0643,auth.cpp,C++,Authentication,Sensitive Data Exposure,CWE-200,426,3.2,Low,2.24,Detected,Pending
V0644,admin.cpp,Python,API,Buffer Overflow,CWE-120,706,6.2,Medium,6.2,Detected,Pending
V0645,search.php,Java,API,Buffer Overflow,CWE-120,1389,5.3,Medium,5.3,Detected,Fixed
V0646,session.php,PHP,User Management,Cross-Site Scripting,CWE-79,628,8.6,High,10.32,Detected,Fixed
V0647,server.py,Java,Authentication,Insecure API,CWE-639,730,6.5,Medium,6.5,Detected,Pending
V0648,auth.py,JavaScript,API,Path Traversal,CWE-22,1499,5.7,Medium,5.7,Detected,Pending
V0649,api.cpp,PHP,Database,SQL Injection,CWE-89,811,3.5,Low,2.45,Detected,Fixed
V0650,search.c,PHP,Payment,Path Traversal,CWE-22,811,5.8,Medium,5.8,Detected,Pending
V0651,session.cpp,Java,Database,Buffer Overflow,CWE-120,367,3.9,Low,2.73,Detected,Fixed
V0652,database.php,C++,User Management,Insecure API,CWE-639,34,4.5,Medium,4.5,Detected,Pending
V0653,database.c,JavaScript,API,Sensitive Data Exposure,CWE-200,38,8.9,High,10.68,Detected,Pending
V0654,download.js,Java,Configuration,SQL Injection,CWE-89,1208,5.6,Medium,5.6,Detected,Fixed
V0655,config.cpp,C,Authentication,Path Traversal,CWE-22,1010,5.5,Medium,5.5,Missed,Pending
V0656,server.php,C++,API,Path Traversal,CWE-22,260,5.8,Medium,5.8,Missed,Pending
V0657,download.py,PHP,Session Management,Command Injection,CWE-78,850,8.7,High,10.44,Detected,Pending
V0658,user.js,JavaScript,Authentication,SQL Injection,CWE-89,1352,2.1,Low,1.47,Detected,Fixed
V0659,auth.py,JavaScript,Authentication,Buffer Overflow,CWE-120,984,4.5,Medium,4.5,Detected,Pending
V0660,server.java,JavaScript,Database,Sensitive Data Exposure,CWE-200,1417,2.7,Low,1.89,Detected,Pending
V0661,checkout.php,PHP,API,SQL Injection,CWE-89,270,8.6,High,10.32,Detected,Fixed
V0662,upload.php,Python,API,SQL Injection,CWE-89,849,5.8,Medium,5.8,Missed,Pending
V0663,payment.java,Java,Database,Cross-Site Scripting,CWE-79,701,6.3,Medium,6.3,Missed,Pending
V0664,payment.py,JavaScript,Authentication,Cross-Site Scripting,CWE-79,1150,5.2,Medium,5.2,Missed,Pending
V0665,api.py,JavaScript,Configuration,Hardcoded Credentials,CWE-798,1388,5.6,Medium,5.6,Missed,Fixed
V0666,auth.cpp,JavaScript,File Upload,Sensitive Data Exposure,CWE-200,444,2.9,Low,2.03,Detected,Fixed
V0667,checkout.js,JavaScript,Session Management,Sensitive Data Exposure,CWE-200,1180,2.2,Low,1.54,Detected,Pending
V0668,login.js,C,Database,Weak Authentication,CWE-287,122,2.2,Low,1.54,Missed,Pending
V0669,admin.py,JavaScript,User Management,Insecure Cryptography,CWE-327,1487,2.6,Low,1.82,Detected,Fixed
V0670,search.cpp,Java,File Upload,Command Injection,CWE-78,128,4.9,Medium,4.9,Detected,Fixed
V0671,config.php,PHP,User Management,Path Traversal,CWE-22,461,8.1,High,9.72,Missed,Pending
V0672,checkout.php,Java,Payment,Path Traversal,CWE-22,887,7.9,High,9.48,Detected,Fixed
V0673,admin.js,Python,User Management,Cross-Site Scripting,CWE-79,906,2.8,Low,1.96,Missed,Fixed
V0674,auth.cpp,Java,Authentication,Cross-Site Scripting,CWE-79,1219,9.7,Critical,14.55,Detected,Pending
V0675,payment.c,C++,Session Management,Weak Authentication,CWE-287,237,3.1,Low,2.17,Detected,Fixed
V0676,database.js,JavaScript,Configuration,Buffer Overflow,CWE-120,330,5.9,Medium,5.9,Detected,Pending
V0677,search.js,PHP,Session Management,Hardcoded Credentials,CWE-798,659,6.5,Medium,6.5,Detected,Fixed
V0678,session.cpp,PHP,Payment,Hardcoded Credentials,CWE-798,705,9.5,Critical,14.25,Detected,Fixed
V0679,profile.php,JavaScript,Session Management,Path Traversal,CWE-22,615,8.6,High,10.32,Detected,Fixed
V0680,profile.py,JavaScript,Session Management,Sensitive Data Exposure,CWE-200,1084,6.3,Medium,6.3,Detected,Pending
V0681,api.py,JavaScript,Authentication,Weak Authentication,CWE-287,618,5.1,Medium,5.1,Missed,Pending
V0682,profile.c,Java,Database,Cross-Site Scripting,CWE-79,447,6.4,Medium,6.4,Missed,Fixed
V0683,search.py,C,File Upload,Cross-Site Scripting,CWE-79,462,8.4,High,10.08,Detected,Fixed
V0684,search.py,Python,Database,Command Injection,CWE-78,292,7,High,8.4,Detected,Fixed
V0685,api.cpp,C,File Upload,Insecure API,CWE-639,659,2.8,Low,1.96,Detected,Pending
V0686,api.java,Java,Authentication,Cross-Site Scripting,CWE-79,148,3.5,Low,2.45,Detected,Pending
V0687,api.php,Python,File Upload,Sensitive Data Exposure,CWE-200,989,8.7,High,10.44,Missed,Pending
V0688,api.php,PHP,Authentication,Insecure Cryptography,CWE-327,603,5.8,Medium,5.8,Missed,Fixed
V0689,user.py,C,Configuration,Command Injection,CWE-78,1222,8.2,High,9.84,Detected,Pending
V0690,database.c,PHP,API,Insecure API,CWE-639,244,8.5,High,10.2,Detected,Pending
V0691,server.js,C++,API,Command Injection,CWE-78,882,4.4,Medium,4.4,Detected,Fixed
V0692,config.java,Python,Configuration,Buffer Overflow,CWE-120,1435,3.8,Low,2.66,Detected,Pending
V0693,checkout.py,JavaScript,Configuration,SQL Injection,CWE-89,1010,7,High,8.4,Detected,Fixed
V0694,profile.php,C++,Configuration,Cross-Site Scripting,CWE-79,1370,5,Medium,5,Detected,Fixed
V0695,database.py,PHP,Database,Weak Authentication,CWE-287,613,9.1,Critical,13.65,Detected,Fixed
V0696,session.c,C,Authentication,Weak Authentication,CWE-287,1185,3,Low,2.1,Detected,Pending
V0697,search.c,C,Authentication,Hardcoded Credentials,CWE-798,1290,3.3,Low,2.31,Detected,Pending
V0698,login.js,Java,Session Management,Path Traversal,CWE-22,254,7.1,High,8.52,Detected,Pending
V0699,session.java,C++,API,Command Injection,CWE-78,1017,3.5,Low,2.45,Missed,Pending
V0700,session.c,C,Payment,Sensitive Data Exposure,CWE-200,814,7.3,High,8.76,Detected,Fixed
V0701,login.cpp,JavaScript,Database,Path Traversal,CWE-22,398,6.1,Medium,6.1,Detected,Fixed
V0702,admin.cpp,C,Payment,Sensitive Data Exposure,CWE-200,1460,7.9,High,9.48,Detected,Fixed
V0703,payment.c,C,Configuration,Path Traversal,CWE-22,343,4.7,Medium,4.7,Detected,Pending
V0704,login.py,PHP,Session Management,Cross-Site Scripting,CWE-79,1142,2.9,Low,2.03,Detected,Pending
V0705,login.c,Python,User Management,Cross-Site Scripting,CWE-79,541,5.2,Medium,5.2,Missed,Fixed
V0706,user.java,C++,Database,Cross-Site Scripting,CWE-79,176,6.3,Medium,6.3,Detected,Fixed
V0707,auth.py,Java,Payment,Command Injection,CWE-78,473,7.9,High,9.48,Missed,Fixed
V0708,download.cpp,JavaScript,Session Management,Buffer Overflow,CWE-120,187,3.4,Low,2.38,Detected,Fixed
V0709,login.py,C++,Session Management,Insecure Cryptography,CWE-327,365,6.7,Medium,6.7,Detected,Fixed
V0710,server.java,Java,Session Management,SQL Injection,CWE-89,664,6,Medium,6,Missed,Pending
V0711,download.js,Java,API,Path Traversal,CWE-22,762,9.5,Critical,14.25,Missed,Fixed
V0712,server.java,PHP,File Upload,Buffer Overflow,CWE-120,104,9.3,Critical,13.95,Detected,Pending
V0713,auth.php,C++,Configuration,SQL Injection,CWE-89,563,3.2,Low,2.24,Detected,Pending
V0714,download.cpp,Python,Payment,Insecure Cryptography,CWE-327,1036,4.5,Medium,4.5,Detected,Fixed
V0715,checkout.java,C,Configuration,Command Injection,CWE-78,1336,7.6,High,9.12,Detected,Fixed
V0716,config.c,Python,Session Management,Insecure Cryptography,CWE-327,922,8.1,High,9.72,Detected,Pending
V0717,search.java,JavaScript,Configuration,Cross-Site Scripting,CWE-79,708,6.1,Medium,6.1,Detected,Pending
V0718,admin.py,JavaScript,User Management,Hardcoded Credentials,CWE-798,250,3.8,Low,2.66,Detected,Pending
V0719,auth.js,C,Session Management,Buffer Overflow,CWE-120,1190,3.3,Low,2.31,Missed,Pending
V0720,config.py,Python,Database,Hardcoded Credentials,CWE-798,1474,4.5,Medium,4.5,Missed,Pending
V0721,admin.php,Python,Configuration,Cross-Site Scripting,CWE-79,459,2.4,Low,1.68,Detected,Fixed
V0722,api.java,C++,API,Insecure API,CWE-639,276,7.4,High,8.88,Detected,Pending
V0723,checkout.php,Python,Configuration,Command Injection,CWE-78,429,8,High,9.6,Detected,Fixed
V0724,admin.php,Java,Payment,Path Traversal,CWE-22,93,4,Medium,4,Missed,Pending
V0725,search.php,Python,API,Command Injection,CWE-78,835,5.7,Medium,5.7,Detected,Pending
V0726,search.js,C,API,Path Traversal,CWE-22,1368,2.4,Low,1.68,Detected,Fixed
V0727,profile.php,Java,Database,Path Traversal,CWE-22,834,2.8,Low,1.96,Detected,Pending
V0728,server.java,Python,API,Path Traversal,CWE-22,1106,9.2,Critical,13.8,Detected,Fixed
V0729,search.php,C++,Configuration,Path Traversal,CWE-22,1097,6.9,Medium,6.9,Detected,Fixed
V0730,download.js,C++,Payment,Buffer Overflow,CWE-120,1102,7.1,High,8.52,Detected,Pending
V0731,session.js,Java,Configuration,Buffer Overflow,CWE-120,506,5.7,Medium,5.7,Detected,Pending
V0732,user.c,JavaScript,Configuration,SQL Injection,CWE-89,412,4.2,Medium,4.2,Detected,Fixed
V0733,database.py,C,File Upload,Weak Authentication,CWE-287,1224,9.6,Critical,14.4,Detected,Fixed
V0734,search.cpp,JavaScript,Configuration,Insecure Cryptography,CWE-327,968,2.2,Low,1.54,Detected,Pending
V0735,session.cpp,PHP,API,SQL Injection,CWE-89,42,3.4,Low,2.38,Detected,Fixed
V0736,checkout.js,JavaScript,Session Management,Insecure API,CWE-639,1443,9.8,Critical,14.7,Detected,Fixed
V0737,server.py,Java,Session Management,Insecure Cryptography,CWE-327,955,8.4,High,10.08,Missed,Pending
V0738,checkout.c,Java,File Upload,Sensitive Data Exposure,CWE-200,1062,10,Critical,15,Detected,Fixed
V0739,api.java,Java,Payment,Sensitive Data Exposure,CWE-200,535,4.1,Medium,4.1,Detected,Fixed
V0740,user.php,C++,File Upload,Buffer Overflow,CWE-120,982,6.7,Medium,6.7,Detected,Fixed
V0741,database.py,C,Payment,Buffer Overflow,CWE-120,582,2.6,Low,1.82,Detected,Pending
V0742,checkout.php,JavaScript,Database,Path Traversal,CWE-22,1136,8.4,High,10.08,Missed,Pending
V0743,api.py,Java,Payment,Path Traversal,CWE-22,596,9,Critical,13.5,Missed,Fixed
V0744,checkout.py,JavaScript,Payment,SQL Injection,CWE-89,1346,9.1,Critical,13.65,Detected,Fixed
V0745,database.js,Java,API,Sensitive Data Exposure,CWE-200,868,2.1,Low,1.47,Detected,Fixed
V0746,checkout.php,C,Database,Insecure Cryptography,CWE-327,1123,3.9,Low,2.73,Detected,Pending
V0747,login.java,Java,Authentication,Buffer Overflow,CWE-120,1211,6.9,Medium,6.9,Missed,Fixed
V0748,download.c,JavaScript,Authentication,Command Injection,CWE-78,745,4.9,Medium,4.9,Missed,Pending
V0749,user.cpp,C,Configuration,Buffer Overflow,CWE-120,1094,7.7,High,9.24,Detected,Fixed
V0750,server.java,C++,Authentication,Insecure API,CWE-639,1243,2.3,Low,1.61,Detected,Fixed
V0751,checkout.php,JavaScript,File Upload,SQL Injection,CWE-89,914,7.3,High,8.76,Missed,Pending
V0752,session.py,JavaScript,API,Hardcoded Credentials,CWE-798,1475,3.8,Low,2.66,Detected,Pending
V0753,payment.c,Python,API,Command Injection,CWE-78,573,4.2,Medium,4.2,Detected,Pending
V0754,database.py,JavaScript,Authentication,Weak Authentication,CWE-287,600,7.9,High,9.48,Detected,Pending
V0755,api.cpp,Java,Authentication,Path Traversal,CWE-22,481,3.4,Low,2.38,Detected,Pending
V0756,payment.java,Java,File Upload,Cross-Site Scripting,CWE-79,641,5.1,Medium,5.1,Detected,Pending
V0757,search.java,C,User Management,Buffer Overflow,CWE-120,1016,7.5,High,9,Detected,Pending
V0758,admin.py,Java,User Management,Buffer Overflow,CWE-120,1156,5.3,Medium,5.3,Missed,Fixed
V0759,checkout.c,PHP,Payment,Hardcoded Credentials,CWE-798,1004,6.3,Medium,6.3,Detected,Pending
V0760,payment.js,Java,Configuration,Buffer Overflow,CWE-120,643,5.6,Medium,5.6,Detected,Pending
V0761,session.php,Java,Configuration,Sensitive Data Exposure,CWE-200,1309,3,Low,2.1,Missed,Pending
V0762,user.js,PHP,Database,Insecure API,CWE-639,1084,2.2,Low,1.54,Detected,Fixed
V0763,checkout.c,Java,Configuration,Cross-Site Scripting,CWE-79,1023,3.3,Low,2.31,Detected,Pending
V0764,database.py,PHP,Session Management,SQL Injection,CWE-89,714,8.4,High,10.08,Missed,Fixed
V0765,database.py,Python,API,Insecure Cryptography,CWE-327,1158,3.1,Low,2.17,Detected,Pending
V0766,search.js,JavaScript,Session Management,Command Injection,CWE-78,1060,2.6,Low,1.82,Detected,Pending
V0767,checkout.js,C++,Authentication,Weak Authentication,CWE-287,1237,2.2,Low,1.54,Detected,Fixed
V0768,checkout.cpp,C,Payment,Weak Authentication,CWE-287,1478,5.3,Medium,5.3,Missed,Fixed
V0769,auth.cpp,C++,User Management,Insecure Cryptography,CWE-327,1411,8.8,High,10.56,Detected,Pending
V0770,config.c,Python,Authentication,Hardcoded Credentials,CWE-798,616,4.6,Medium,4.6,Detected,Fixed
V0771,admin.c,PHP,Session Management,Sensitive Data Exposure,CWE-200,1317,5.6,Medium,5.6,Missed,Pending
V0772,upload.php,Java,User Management,Command Injection,CWE-78,747,5.3,Medium,5.3,Detected,Pending
V0773,config.java,JavaScript,File Upload,Command Injection,CWE-78,764,4.8,Medium,4.8,Detected,Fixed
V0774,checkout.java,C++,API,Insecure API,CWE-639,1339,9.4,Critical,14.1,Missed,Fixed
V0775,auth.c,Java,Payment,Sensitive Data Exposure,CWE-200,860,9.4,Critical,14.1,Missed,Pending
V0776,download.php,C,User Management,Hardcoded Credentials,CWE-798,1439,4.2,Medium,4.2,Missed,Pending
V0777,search.java,Python,Authentication,Path Traversal,CWE-22,447,7.8,High,9.36,Detected,Fixed
V0778,session.php,Python,API,Insecure Cryptography,CWE-327,928,3.7,Low,2.59,Detected,Pending
V0779,config.php,JavaScript,Configuration,Command Injection,CWE-78,227,9.5,Critical,14.25,Detected,Fixed
V0780,payment.cpp,C,Configuration,Insecure API,CWE-639,783,2.5,Low,1.75,Detected,Pending
V0781,config.c,JavaScript,User Management,Weak Authentication,CWE-287,475,9.9,Critical,14.85,Detected,Fixed
V0782,upload.js,Java,Configuration,Insecure Cryptography,CWE-327,496,3.7,Low,2.59,Missed,Pending
V0783,server.php,JavaScript,Authentication,Hardcoded Credentials,CWE-798,956,4.5,Medium,4.5,Detected,Fixed
V0784,download.cpp,C,Payment,Command Injection,CWE-78,697,3,Low,2.1,Detected,Fixed
V0785,profile.cpp,Python,Payment,Path Traversal,CWE-22,101,6.7,Medium,6.7,Detected,Fixed
V0786,config.py,Python,User Management,Hardcoded Credentials,CWE-798,1027,7.3,High,8.76,Detected,Fixed
V0787,config.java,C,Configuration,Weak Authentication,CWE-287,455,10,Critical,15,Detected,Fixed
